date,model,variable,RGR,n_assets,perturbation_percentage
2025-02-03,mlp,vol_3m,0.906898,407,0.05
2025-03-03,mlp,ret_3m,0.958495,407,0.05
2025-03-03,mlp,log_mktcap,0.949806,407,0.05
2025-03-03,mlp,vol_ratio,0.945228,407,0.05
2025-03-03,mlp,ret_1w,0.93759,407,0.05
2025-03-03,mlp,ret_6m,0.935324,407,0.05
2025-03-03,mlp,ret_12m,0.932866,407,0.05
2025-03-03,mlp,ret_1m,0.930468,407,0.05
2025-03-03,mlp,vol_3m,0.927808,407,0.05
2025-03-03,mlp,amihud,0.926328,407,0.05
2025-03-03,mlp,vol_1m,0.887048,407,0.05
2025-04-01,mlp,ret_3m,0.956546,407,0.05
2025-04-01,mlp,ret_6m,0.954059,407,0.05
2025-04-01,mlp,log_mktcap,0.948753,407,0.05
2025-04-01,mlp,amihud,0.94146,407,0.05
2025-04-01,mlp,vol_ratio,0.941185,407,0.05
2025-04-01,mlp,ret_12m,0.940856,407,0.05
2025-04-01,mlp,ret_1m,0.928835,407,0.05
2025-04-01,mlp,vol_3m,0.925199,407,0.05
2025-04-01,mlp,ret_1w,0.919049,407,0.05
2025-04-01,mlp,vol_1m,0.918058,407,0.05
2025-05-01,mlp,ret_1m,0.967161,407,0.05
2025-05-01,mlp,vol_ratio,0.962791,407,0.05
2025-05-01,mlp,ret_1w,0.957176,407,0.05
2025-05-01,mlp,amihud,0.945918,407,0.05
2025-05-01,mlp,ret_12m,0.945486,407,0.05
2025-05-01,mlp,ret_6m,0.939054,407,0.05
2025-05-01,mlp,log_mktcap,0.934052,407,0.05
2025-05-01,mlp,ret_3m,0.924311,407,0.05
2025-05-01,mlp,vol_3m,0.917101,407,0.05
2025-05-01,mlp,vol_1m,0.902163,407,0.05
2025-06-02,mlp,ret_12m,0.966041,407,0.05
2025-06-02,mlp,vol_ratio,0.958031,407,0.05
2025-06-02,mlp,log_mktcap,0.950485,407,0.05
2025-06-02,mlp,ret_6m,0.939391,407,0.05
2025-06-02,mlp,vol_3m,0.93617,407,0.05
2025-06-02,mlp,ret_1m,0.93017,407,0.05
2025-06-02,mlp,amihud,0.926453,407,0.05
2025-06-02,mlp,ret_3m,0.920157,407,0.05
2025-06-02,mlp,ret_1w,0.905215,407,0.05
2025-06-02,mlp,vol_1m,0.893988,407,0.05
2025-07-01,mlp,ret_1m,0.96938,407,0.05
2025-07-01,mlp,amihud,0.959798,407,0.05
2025-07-01,mlp,vol_ratio,0.953236,407,0.05
2025-07-01,mlp,ret_12m,0.947874,407,0.05
2025-07-01,mlp,log_mktcap,0.944495,407,0.05
2025-07-01,mlp,ret_3m,0.935476,407,0.05
2025-07-01,mlp,vol_1m,0.933941,407,0.05
2025-07-01,mlp,ret_6m,0.933767,407,0.05
2025-07-01,mlp,ret_1w,0.931603,407,0.05
2025-07-01,mlp,vol_3m,0.920934,407,0.05
2025-08-01,mlp,ret_1m,0.975503,407,0.05
2025-08-01,mlp,amihud,0.956008,407,0.05
2025-08-01,mlp,vol_3m,0.951593,407,0.05
2025-08-01,mlp,ret_3m,0.946975,407,0.05
2025-08-01,mlp,ret_1w,0.944591,407,0.05
2025-08-01,mlp,log_mktcap,0.943024,407,0.05
2025-08-01,mlp,ret_12m,0.940563,407,0.05
2025-08-01,mlp,ret_6m,0.938019,407,0.05
2025-08-01,mlp,vol_ratio,0.93543,407,0.05
2025-08-01,mlp,vol_1m,0.910239,407,0.05
2025-09-01,mlp,ret_6m,0.971371,407,0.05
2025-09-01,mlp,ret_1w,0.960548,407,0.05
2025-09-01,mlp,ret_3m,0.947518,407,0.05
2025-09-01,mlp,log_mktcap,0.942398,407,0.05
2025-09-01,mlp,ret_12m,0.938936,407,0.05
2025-09-01,mlp,vol_3m,0.937121,407,0.05
2025-09-01,mlp,amihud,0.920491,407,0.05
2025-09-01,mlp,vol_1m,0.917665,407,0.05
2025-09-01,mlp,vol_ratio,0.915297,407,0.05
2025-09-01,mlp,ret_1m,0.909759,407,0.05
2025-10-01,mlp,amihud,0.954441,407,0.05
2025-10-01,mlp,ret_12m,0.945316,407,0.05
2025-10-01,mlp,ret_1w,0.941874,407,0.05
2025-10-01,mlp,vol_1m,0.933878,407,0.05
2025-10-01,mlp,ret_6m,0.930181,407,0.05
2025-10-01,mlp,ret_1m,0.926133,407,0.05
2025-10-01,mlp,vol_ratio,0.925348,407,0.05
2025-10-01,mlp,log_mktcap,0.920238,407,0.05
2025-10-01,mlp,vol_3m,0.919504,407,0.05
2025-10-01,mlp,ret_3m,0.910205,407,0.05
2025-11-03,mlp,amihud,0.966377,407,0.05
2025-11-03,mlp,ret_1m,0.958585,407,0.05
2025-11-03,mlp,log_mktcap,0.951333,407,0.05
2025-11-03,mlp,vol_3m,0.943695,407,0.05
2025-11-03,mlp,ret_1w,0.943374,407,0.05
2025-11-03,mlp,ret_3m,0.935115,407,0.05
2025-11-03,mlp,vol_1m,0.93226,407,0.05
2025-11-03,mlp,vol_ratio,0.922228,407,0.05
2025-11-03,mlp,ret_12m,0.910279,407,0.05
2025-11-03,mlp,ret_6m,0.910055,407,0.05
2025-12-01,mlp,ret_6m,0.955592,407,0.05
2025-12-01,mlp,ret_1w,0.950062,407,0.05
2025-12-01,mlp,vol_3m,0.945022,407,0.05
2025-12-01,mlp,ret_1m,0.937893,407,0.05
2025-12-01,mlp,amihud,0.937469,407,0.05
2025-12-01,mlp,vol_ratio,0.934881,407,0.05
2025-12-01,mlp,log_mktcap,0.920729,407,0.05
2025-12-01,mlp,ret_12m,0.91232,407,0.05
2025-12-01,mlp,vol_1m,0.905115,407,0.05
2025-12-01,mlp,ret_3m,0.899854,407,0.05
