date,model,model_date,rank,variable,RGE,order_type
2023-01-02,ridge,2023-01-02,1,ret_1w,0.000104,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,2,ret_3m,0.001244,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,3,vol_1m,0.001282,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,4,vol_3m,0.001348,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,5,vol_ratio,0.011405,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,6,ret_1m,0.032415,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,7,amihud,0.037119,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,8,ret_6m,0.043615,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,9,ret_12m,0.068263,date_specific_ascending_RGE
2023-01-02,ridge,2023-01-02,10,log_mktcap,0.51516,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,1,ret_3m,0.00078,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,2,ret_1w,0.002262,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,3,vol_3m,0.003749,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,4,vol_1m,0.013788,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,5,vol_ratio,0.025892,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,6,amihud,0.044567,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,7,ret_1m,0.05485,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,8,ret_6m,0.071267,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,9,ret_12m,0.115846,date_specific_ascending_RGE
2023-02-01,ridge,2023-02-01,10,log_mktcap,0.576863,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,1,ret_1w,0.002279,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,2,ret_3m,0.003954,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,3,vol_3m,0.004891,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,4,vol_1m,0.01126,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,5,vol_ratio,0.016313,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,6,amihud,0.046636,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,7,ret_1m,0.054693,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,8,ret_6m,0.070159,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,9,ret_12m,0.103388,date_specific_ascending_RGE
2023-03-01,ridge,2023-03-01,10,log_mktcap,0.493958,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,1,ret_1w,0.001133,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,2,ret_3m,0.003841,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,3,vol_3m,0.00416,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,4,vol_1m,0.0109,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,5,vol_ratio,0.01132,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,6,amihud,0.032446,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,7,ret_1m,0.041207,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,8,ret_6m,0.051577,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,9,ret_12m,0.079536,date_specific_ascending_RGE
2023-04-03,ridge,2023-04-03,10,log_mktcap,0.515195,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,1,ret_1w,0.000168,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,2,vol_3m,0.00577,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,3,ret_3m,0.006156,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,4,vol_1m,0.009328,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,5,vol_ratio,0.011818,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,6,ret_1m,0.029929,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,7,amihud,0.039038,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,8,ret_6m,0.053721,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,9,ret_12m,0.08291,date_specific_ascending_RGE
2023-05-01,ridge,2023-05-01,10,log_mktcap,0.473971,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,1,ret_1w,0.000449,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,2,ret_3m,0.004504,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,3,vol_3m,0.005208,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,4,vol_1m,0.009687,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,5,vol_ratio,0.012916,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,6,ret_1m,0.041296,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,7,amihud,0.043576,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,8,ret_6m,0.053802,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,9,ret_12m,0.090514,date_specific_ascending_RGE
2023-06-01,ridge,2023-06-01,10,log_mktcap,0.526317,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,1,ret_1w,0.000405,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,2,vol_3m,0.003065,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,3,ret_3m,0.008785,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,4,vol_1m,0.009619,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,5,vol_ratio,0.012254,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,6,ret_1m,0.037222,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,7,amihud,0.054753,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,8,ret_6m,0.060745,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,9,ret_12m,0.080785,date_specific_ascending_RGE
2023-07-03,ridge,2023-07-03,10,log_mktcap,0.423264,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,1,ret_1w,0.000866,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,2,vol_3m,0.005817,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,3,ret_3m,0.009415,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,4,vol_ratio,0.01982,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,5,vol_1m,0.022185,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,6,ret_1m,0.04339,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,7,amihud,0.048668,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,8,ret_6m,0.069334,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,9,ret_12m,0.083296,date_specific_ascending_RGE
2023-08-01,ridge,2023-08-01,10,log_mktcap,0.464969,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,1,ret_1w,0.001174,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,2,vol_3m,0.008565,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,3,ret_3m,0.010227,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,4,vol_ratio,0.022143,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,5,vol_1m,0.029089,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,6,amihud,0.043136,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,7,ret_1m,0.043811,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,8,ret_6m,0.057716,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,9,ret_12m,0.083615,date_specific_ascending_RGE
2023-09-01,ridge,2023-09-01,10,log_mktcap,0.478771,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,1,ret_1w,0.000198,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,2,vol_3m,0.007982,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,3,ret_3m,0.009327,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,4,vol_ratio,0.019682,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,5,vol_1m,0.024685,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,6,ret_1m,0.034896,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,7,amihud,0.036991,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,8,ret_6m,0.063723,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,9,ret_12m,0.078771,date_specific_ascending_RGE
2023-10-02,ridge,2023-10-02,10,log_mktcap,0.473378,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,1,ret_1w,0.000154,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,2,vol_3m,0.007268,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,3,ret_3m,0.007384,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,4,vol_ratio,0.013443,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,5,vol_1m,0.01788,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,6,ret_1m,0.024511,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,7,amihud,0.041371,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,8,ret_6m,0.057432,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,9,ret_12m,0.080716,date_specific_ascending_RGE
2023-11-01,ridge,2023-11-01,10,log_mktcap,0.443319,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,1,ret_1w,6.8e-05,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,2,vol_3m,0.007123,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,3,vol_ratio,0.017152,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,4,ret_3m,0.018708,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,5,vol_1m,0.022143,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,6,ret_1m,0.037021,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,7,amihud,0.048838,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,8,ret_6m,0.071933,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,9,ret_12m,0.097998,date_specific_ascending_RGE
2023-12-01,ridge,2023-12-01,10,log_mktcap,0.488971,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,1,ret_1w,0.0001,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,2,vol_3m,0.003054,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,3,vol_ratio,0.012676,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,4,ret_1m,0.018293,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,5,vol_1m,0.020112,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,6,ret_3m,0.030999,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,7,amihud,0.044548,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,8,ret_6m,0.077114,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,9,ret_12m,0.099454,date_specific_ascending_RGE
2024-01-01,ridge,2024-01-01,10,log_mktcap,0.473203,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,1,ret_1w,4e-06,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,2,vol_3m,0.004023,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,3,vol_ratio,0.012967,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,4,vol_1m,0.016126,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,5,ret_1m,0.022619,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,6,ret_3m,0.029509,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,7,amihud,0.039754,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,8,ret_6m,0.053824,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,9,ret_12m,0.066036,date_specific_ascending_RGE
2024-02-01,ridge,2024-02-01,10,log_mktcap,0.469154,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,1,ret_1w,0.000151,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,2,vol_3m,0.005473,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,3,vol_ratio,0.015084,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,4,vol_1m,0.021787,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,5,ret_1m,0.023261,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,6,ret_3m,0.031183,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,7,amihud,0.046058,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,8,ret_12m,0.06395,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,9,ret_6m,0.0648,date_specific_ascending_RGE
2024-03-01,ridge,2024-03-01,10,log_mktcap,0.479355,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,1,ret_1w,5e-06,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,2,vol_3m,0.005883,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,3,vol_ratio,0.018501,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,4,vol_1m,0.023786,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,5,ret_1m,0.028593,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,6,ret_3m,0.032242,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,7,amihud,0.035149,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,8,ret_12m,0.073488,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,9,ret_6m,0.073714,date_specific_ascending_RGE
2024-04-01,ridge,2024-04-01,10,log_mktcap,0.489634,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,1,ret_1w,9e-06,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,2,vol_3m,0.006988,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,3,vol_ratio,0.015289,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,4,ret_1m,0.018081,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,5,vol_1m,0.021751,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,6,ret_3m,0.031263,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,7,amihud,0.03596,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,8,ret_12m,0.068734,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,9,ret_6m,0.072016,date_specific_ascending_RGE
2024-05-01,ridge,2024-05-01,10,log_mktcap,0.456131,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,1,ret_1w,0.000512,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,2,vol_3m,0.012949,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,3,ret_1m,0.021329,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,4,vol_ratio,0.023956,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,5,ret_3m,0.032127,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,6,vol_1m,0.040316,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,7,amihud,0.041772,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,8,ret_6m,0.058058,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,9,ret_12m,0.070804,date_specific_ascending_RGE
2024-06-03,ridge,2024-06-03,10,log_mktcap,0.469777,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,1,ret_1w,1.7e-05,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,2,vol_3m,0.012531,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,3,ret_1m,0.016932,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,4,vol_ratio,0.022909,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,5,ret_3m,0.036227,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,6,amihud,0.037156,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,7,vol_1m,0.039986,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,8,ret_12m,0.056443,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,9,ret_6m,0.060438,date_specific_ascending_RGE
2024-07-01,ridge,2024-07-01,10,log_mktcap,0.501503,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,1,ret_1w,2.4e-05,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,2,vol_3m,0.015428,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,3,ret_1m,0.0208,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,4,vol_ratio,0.024065,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,5,vol_1m,0.033352,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,6,ret_3m,0.034277,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,7,amihud,0.035673,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,8,ret_12m,0.051304,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,9,ret_6m,0.063696,date_specific_ascending_RGE
2024-08-01,ridge,2024-08-01,10,log_mktcap,0.415206,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,1,ret_1w,1.6e-05,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,2,vol_3m,0.014097,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,3,vol_ratio,0.020221,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,4,ret_1m,0.026283,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,5,vol_1m,0.031773,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,6,ret_3m,0.031971,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,7,amihud,0.038581,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,8,ret_12m,0.042698,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,9,ret_6m,0.059867,date_specific_ascending_RGE
2024-09-02,ridge,2024-09-02,10,log_mktcap,0.415255,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,1,ret_1w,0.000398,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,2,vol_3m,0.013426,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,3,vol_ratio,0.023071,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,4,ret_1m,0.029301,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,5,ret_3m,0.036132,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,6,vol_1m,0.041685,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,7,amihud,0.041981,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,8,ret_12m,0.043352,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,9,ret_6m,0.07057,date_specific_ascending_RGE
2024-10-01,ridge,2024-10-01,10,log_mktcap,0.443001,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,1,ret_1w,0.000659,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,2,vol_3m,0.01073,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,3,ret_1m,0.021593,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,4,vol_ratio,0.024571,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,5,amihud,0.02916,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,6,ret_12m,0.030806,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,7,vol_1m,0.036909,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,8,ret_3m,0.038771,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,9,ret_6m,0.055111,date_specific_ascending_RGE
2024-11-01,ridge,2024-11-01,10,log_mktcap,0.423039,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,1,ret_1w,0.000672,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,2,vol_3m,0.005909,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,3,ret_1m,0.020222,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,4,vol_ratio,0.023914,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,5,amihud,0.025062,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,6,vol_1m,0.027627,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,7,ret_12m,0.028581,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,8,ret_3m,0.032246,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,9,ret_6m,0.058093,date_specific_ascending_RGE
2024-12-02,ridge,2024-12-02,10,log_mktcap,0.476494,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,1,ret_1w,0.000518,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,2,vol_3m,0.006035,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,3,amihud,0.018628,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,4,ret_1m,0.020005,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,5,vol_ratio,0.022391,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,6,ret_12m,0.029304,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,7,vol_1m,0.029508,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,8,ret_3m,0.030133,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,9,ret_6m,0.072974,date_specific_ascending_RGE
2025-01-01,ridge,2025-01-01,10,log_mktcap,0.55941,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,1,ret_1w,0.001768,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,2,vol_3m,0.004501,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,3,ret_1m,0.022005,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,4,amihud,0.025628,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,5,ret_12m,0.028421,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,6,vol_ratio,0.029826,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,7,ret_3m,0.030802,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,8,vol_1m,0.035078,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,9,ret_6m,0.073009,date_specific_ascending_RGE
2025-02-03,ridge,2025-02-03,10,log_mktcap,0.457097,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,1,ret_1w,0.000417,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,2,vol_3m,0.01068,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,3,ret_12m,0.021434,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,4,ret_1m,0.02297,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,5,ret_3m,0.025153,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,6,vol_ratio,0.025745,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,7,amihud,0.027336,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,8,vol_1m,0.042349,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,9,ret_6m,0.062769,date_specific_ascending_RGE
2025-03-03,ridge,2025-03-03,10,log_mktcap,0.379915,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,1,ret_1w,9.8e-05,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,2,vol_3m,0.019171,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,3,ret_1m,0.02328,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,4,amihud,0.025295,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,5,ret_3m,0.027721,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,6,ret_12m,0.0279,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,7,vol_ratio,0.033392,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,8,ret_6m,0.044562,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,9,vol_1m,0.059177,date_specific_ascending_RGE
2025-04-01,ridge,2025-04-01,10,log_mktcap,0.490658,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,1,ret_1w,0.000242,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,2,vol_3m,0.022151,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,3,ret_1m,0.023785,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,4,ret_12m,0.025979,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,5,amihud,0.030289,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,6,ret_3m,0.03717,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,7,vol_ratio,0.040289,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,8,ret_6m,0.053674,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,9,vol_1m,0.064784,date_specific_ascending_RGE
2025-05-01,ridge,2025-05-01,10,log_mktcap,0.571788,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,1,ret_1w,0.000164,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,2,vol_3m,0.014484,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,3,ret_1m,0.020275,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,4,ret_12m,0.024187,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,5,vol_ratio,0.026898,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,6,amihud,0.037063,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,7,ret_3m,0.063653,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,8,ret_6m,0.069736,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,9,vol_1m,0.069997,date_specific_ascending_RGE
2025-06-02,ridge,2025-06-02,10,log_mktcap,0.510826,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,1,ret_1w,2.6e-05,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,2,vol_3m,0.006468,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,3,ret_1m,0.011534,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,4,ret_12m,0.025369,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,5,vol_ratio,0.036693,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,6,amihud,0.03823,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,7,ret_3m,0.053727,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,8,ret_6m,0.055832,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,9,vol_1m,0.068552,date_specific_ascending_RGE
2025-07-01,ridge,2025-07-01,10,log_mktcap,0.539542,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,1,ret_1w,1e-06,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,2,vol_3m,0.00074,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,3,ret_1m,0.009136,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,4,ret_12m,0.016498,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,5,vol_ratio,0.029776,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,6,amihud,0.03107,date_specific_ascending_RGE
2025-08-01,ridge,2025-08-01,7,ret_3m,0.040058,date_specific_ascending_RGE
