date,model,model_date,k_removed,n_removed_features,fraction_features_removed,removed_features,RGE_star,n_assets
2024-12-02,xgboost,2024-12-02,9,9,0.9,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_3m;ret_6m;ret_12m;ret_1m,0.830064,407
2024-12-02,xgboost,2024-12-02,10,10,1.0,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_3m;ret_6m;ret_12m;ret_1m;log_mktcap,0.5,407
2025-01-01,xgboost,2025-01-01,0,0,0.0,,1.0,407
2025-01-01,xgboost,2025-01-01,1,1,0.1,vol_3m,0.999262,407
2025-01-01,xgboost,2025-01-01,2,2,0.2,vol_3m;vol_1m,0.997821,407
2025-01-01,xgboost,2025-01-01,3,3,0.3,vol_3m;vol_1m;ret_6m,0.992183,407
2025-01-01,xgboost,2025-01-01,4,4,0.4,vol_3m;vol_1m;ret_6m;ret_1w,0.982496,407
2025-01-01,xgboost,2025-01-01,5,5,0.5,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m,0.978683,407
2025-01-01,xgboost,2025-01-01,6,6,0.6,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m;vol_ratio,0.969903,407
2025-01-01,xgboost,2025-01-01,7,7,0.7,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m;vol_ratio;ret_12m,0.955887,407
2025-01-01,xgboost,2025-01-01,8,8,0.8,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m;vol_ratio;ret_12m;amihud,0.954582,407
2025-01-01,xgboost,2025-01-01,9,9,0.9,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m;vol_ratio;ret_12m;amihud;ret_1m,0.883825,407
2025-01-01,xgboost,2025-01-01,10,10,1.0,vol_3m;vol_1m;ret_6m;ret_1w;ret_3m;vol_ratio;ret_12m;amihud;ret_1m;log_mktcap,0.5,407
2025-02-03,xgboost,2025-02-03,0,0,0.0,,1.0,407
2025-02-03,xgboost,2025-02-03,1,1,0.1,ret_1w,1.0,407
2025-02-03,xgboost,2025-02-03,2,2,0.2,ret_1w;vol_ratio,1.0,407
2025-02-03,xgboost,2025-02-03,3,3,0.3,ret_1w;vol_ratio;vol_3m,1.0,407
2025-02-03,xgboost,2025-02-03,4,4,0.4,ret_1w;vol_ratio;vol_3m;vol_1m,0.985617,407
2025-02-03,xgboost,2025-02-03,5,5,0.5,ret_1w;vol_ratio;vol_3m;vol_1m;amihud,0.970856,407
2025-02-03,xgboost,2025-02-03,6,6,0.6,ret_1w;vol_ratio;vol_3m;vol_1m;amihud;ret_6m,0.947841,407
2025-02-03,xgboost,2025-02-03,7,7,0.7,ret_1w;vol_ratio;vol_3m;vol_1m;amihud;ret_6m;ret_12m,0.932687,407
2025-02-03,xgboost,2025-02-03,8,8,0.8,ret_1w;vol_ratio;vol_3m;vol_1m;amihud;ret_6m;ret_12m;ret_3m,0.887261,407
2025-02-03,xgboost,2025-02-03,9,9,0.9,ret_1w;vol_ratio;vol_3m;vol_1m;amihud;ret_6m;ret_12m;ret_3m;ret_1m,0.777916,407
2025-02-03,xgboost,2025-02-03,10,10,1.0,ret_1w;vol_ratio;vol_3m;vol_1m;amihud;ret_6m;ret_12m;ret_3m;ret_1m;log_mktcap,0.5,407
2025-03-03,xgboost,2025-03-03,0,0,0.0,,1.0,407
2025-03-03,xgboost,2025-03-03,1,1,0.1,vol_ratio,1.0,407
2025-03-03,xgboost,2025-03-03,2,2,0.2,vol_ratio;ret_1w,1.0,407
2025-03-03,xgboost,2025-03-03,3,3,0.3,vol_ratio;ret_1w;ret_6m,0.944216,407
2025-03-03,xgboost,2025-03-03,4,4,0.4,vol_ratio;ret_1w;ret_6m;amihud,0.876329,407
2025-03-03,xgboost,2025-03-03,5,5,0.5,vol_ratio;ret_1w;ret_6m;amihud;vol_3m,0.808567,407
2025-03-03,xgboost,2025-03-03,6,6,0.6,vol_ratio;ret_1w;ret_6m;amihud;vol_3m;vol_1m,0.759942,407
2025-03-03,xgboost,2025-03-03,7,7,0.7,vol_ratio;ret_1w;ret_6m;amihud;vol_3m;vol_1m;ret_1m,0.682278,407
2025-03-03,xgboost,2025-03-03,8,8,0.8,vol_ratio;ret_1w;ret_6m;amihud;vol_3m;vol_1m;ret_1m;ret_3m,0.556263,407
2025-03-03,xgboost,2025-03-03,9,9,0.9,vol_ratio;ret_1w;ret_6m;amihud;vol_3m;vol_1m;ret_1m;ret_3m;log_mktcap,0.525156,407
2025-03-03,xgboost,2025-03-03,10,10,1.0,vol_ratio;ret_1w;ret_6m;amihud;vol_3m;vol_1m;ret_1m;ret_3m;log_mktcap;ret_12m,0.5,407
2025-04-01,xgboost,2025-04-01,0,0,0.0,,1.0,407
2025-04-01,xgboost,2025-04-01,1,1,0.1,vol_ratio,1.0,407
2025-04-01,xgboost,2025-04-01,2,2,0.2,vol_ratio;ret_1w,1.0,407
2025-04-01,xgboost,2025-04-01,3,3,0.3,vol_ratio;ret_1w;vol_3m,0.982362,407
2025-04-01,xgboost,2025-04-01,4,4,0.4,vol_ratio;ret_1w;vol_3m;vol_1m,0.944038,407
2025-04-01,xgboost,2025-04-01,5,5,0.5,vol_ratio;ret_1w;vol_3m;vol_1m;amihud,0.883817,407
2025-04-01,xgboost,2025-04-01,6,6,0.6,vol_ratio;ret_1w;vol_3m;vol_1m;amihud;ret_6m,0.820205,407
2025-04-01,xgboost,2025-04-01,7,7,0.7,vol_ratio;ret_1w;vol_3m;vol_1m;amihud;ret_6m;ret_3m,0.700523,407
2025-04-01,xgboost,2025-04-01,8,8,0.8,vol_ratio;ret_1w;vol_3m;vol_1m;amihud;ret_6m;ret_3m;ret_1m,0.579696,407
2025-04-01,xgboost,2025-04-01,9,9,0.9,vol_ratio;ret_1w;vol_3m;vol_1m;amihud;ret_6m;ret_3m;ret_1m;ret_12m,0.694367,407
2025-04-01,xgboost,2025-04-01,10,10,1.0,vol_ratio;ret_1w;vol_3m;vol_1m;amihud;ret_6m;ret_3m;ret_1m;ret_12m;log_mktcap,0.5,407
2025-05-01,xgboost,2025-05-01,0,0,0.0,,1.0,407
2025-05-01,xgboost,2025-05-01,1,1,0.1,ret_1w,1.0,407
2025-05-01,xgboost,2025-05-01,2,2,0.2,ret_1w;vol_1m,1.0,407
2025-05-01,xgboost,2025-05-01,3,3,0.3,ret_1w;vol_1m;vol_ratio,1.0,407
2025-05-01,xgboost,2025-05-01,4,4,0.4,ret_1w;vol_1m;vol_ratio;amihud,0.945808,407
2025-05-01,xgboost,2025-05-01,5,5,0.5,ret_1w;vol_1m;vol_ratio;amihud;ret_6m,0.895765,407
2025-05-01,xgboost,2025-05-01,6,6,0.6,ret_1w;vol_1m;vol_ratio;amihud;ret_6m;vol_3m,0.832756,407
2025-05-01,xgboost,2025-05-01,7,7,0.7,ret_1w;vol_1m;vol_ratio;amihud;ret_6m;vol_3m;ret_1m,0.780215,407
2025-05-01,xgboost,2025-05-01,8,8,0.8,ret_1w;vol_1m;vol_ratio;amihud;ret_6m;vol_3m;ret_1m;log_mktcap,0.616499,407
2025-05-01,xgboost,2025-05-01,9,9,0.9,ret_1w;vol_1m;vol_ratio;amihud;ret_6m;vol_3m;ret_1m;log_mktcap;ret_12m,0.616499,407
2025-05-01,xgboost,2025-05-01,10,10,1.0,ret_1w;vol_1m;vol_ratio;amihud;ret_6m;vol_3m;ret_1m;log_mktcap;ret_12m;ret_3m,0.5,407
2025-06-02,xgboost,2025-06-02,0,0,0.0,,1.0,407
2025-06-02,xgboost,2025-06-02,1,1,0.1,vol_1m,0.989268,407
2025-06-02,xgboost,2025-06-02,2,2,0.2,vol_1m;vol_ratio,0.951489,407
2025-06-02,xgboost,2025-06-02,3,3,0.3,vol_1m;vol_ratio;ret_1w,0.931952,407
2025-06-02,xgboost,2025-06-02,4,4,0.4,vol_1m;vol_ratio;ret_1w;vol_3m,0.931422,407
2025-06-02,xgboost,2025-06-02,5,5,0.5,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m,0.903611,407
2025-06-02,xgboost,2025-06-02,6,6,0.6,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m;ret_12m,0.882775,407
2025-06-02,xgboost,2025-06-02,7,7,0.7,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m;ret_12m;amihud,0.793288,407
2025-06-02,xgboost,2025-06-02,8,8,0.8,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m;ret_12m;amihud;ret_1m,0.793175,407
2025-06-02,xgboost,2025-06-02,9,9,0.9,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m;ret_12m;amihud;ret_1m;ret_3m,0.755458,407
2025-06-02,xgboost,2025-06-02,10,10,1.0,vol_1m;vol_ratio;ret_1w;vol_3m;ret_6m;ret_12m;amihud;ret_1m;ret_3m;log_mktcap,0.5,407
2025-07-01,xgboost,2025-07-01,0,0,0.0,,1.0,407
2025-07-01,xgboost,2025-07-01,1,1,0.1,ret_12m,0.984832,407
2025-07-01,xgboost,2025-07-01,2,2,0.2,ret_12m;vol_1m,0.964237,407
2025-07-01,xgboost,2025-07-01,3,3,0.3,ret_12m;vol_1m;vol_3m,0.955716,407
2025-07-01,xgboost,2025-07-01,4,4,0.4,ret_12m;vol_1m;vol_3m;ret_6m,0.916319,407
2025-07-01,xgboost,2025-07-01,5,5,0.5,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio,0.887753,407
2025-07-01,xgboost,2025-07-01,6,6,0.6,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio;amihud,0.870502,407
2025-07-01,xgboost,2025-07-01,7,7,0.7,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio;amihud;ret_1w,0.833816,407
2025-07-01,xgboost,2025-07-01,8,8,0.8,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio;amihud;ret_1w;ret_1m,0.785002,407
2025-07-01,xgboost,2025-07-01,9,9,0.9,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio;amihud;ret_1w;ret_1m;log_mktcap,0.682801,407
2025-07-01,xgboost,2025-07-01,10,10,1.0,ret_12m;vol_1m;vol_3m;ret_6m;vol_ratio;amihud;ret_1w;ret_1m;log_mktcap;ret_3m,0.5,407
2025-08-01,xgboost,2025-08-01,0,0,0.0,,1.0,407
2025-08-01,xgboost,2025-08-01,1,1,0.1,vol_1m,0.981369,407
2025-08-01,xgboost,2025-08-01,2,2,0.2,vol_1m;vol_ratio,0.969044,407
2025-08-01,xgboost,2025-08-01,3,3,0.3,vol_1m;vol_ratio;ret_6m,0.953631,407
2025-08-01,xgboost,2025-08-01,4,4,0.4,vol_1m;vol_ratio;ret_6m;ret_1w,0.934799,407
2025-08-01,xgboost,2025-08-01,5,5,0.5,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m,0.909319,407
2025-08-01,xgboost,2025-08-01,6,6,0.6,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m;ret_12m,0.881286,407
2025-08-01,xgboost,2025-08-01,7,7,0.7,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m;ret_12m;amihud,0.805493,407
2025-08-01,xgboost,2025-08-01,8,8,0.8,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m;ret_12m;amihud;ret_1m,0.741845,407
2025-08-01,xgboost,2025-08-01,9,9,0.9,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m;ret_12m;amihud;ret_1m;ret_3m,0.683683,407
2025-08-01,xgboost,2025-08-01,10,10,1.0,vol_1m;vol_ratio;ret_6m;ret_1w;vol_3m;ret_12m;amihud;ret_1m;ret_3m;log_mktcap,0.5,407
2025-09-01,xgboost,2025-09-01,0,0,0.0,,1.0,407
2025-09-01,xgboost,2025-09-01,1,1,0.1,vol_1m,0.980342,407
2025-09-01,xgboost,2025-09-01,2,2,0.2,vol_1m;ret_6m,0.962568,407
2025-09-01,xgboost,2025-09-01,3,3,0.3,vol_1m;ret_6m;vol_3m,0.948609,407
2025-09-01,xgboost,2025-09-01,4,4,0.4,vol_1m;ret_6m;vol_3m;vol_ratio,0.915057,407
2025-09-01,xgboost,2025-09-01,5,5,0.5,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m,0.884663,407
2025-09-01,xgboost,2025-09-01,6,6,0.6,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m;amihud,0.855288,407
2025-09-01,xgboost,2025-09-01,7,7,0.7,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m;amihud;ret_1w,0.84543,407
2025-09-01,xgboost,2025-09-01,8,8,0.8,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m;amihud;ret_1w;ret_3m,0.820426,407
2025-09-01,xgboost,2025-09-01,9,9,0.9,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m;amihud;ret_1w;ret_3m;ret_1m,0.743571,407
2025-09-01,xgboost,2025-09-01,10,10,1.0,vol_1m;ret_6m;vol_3m;vol_ratio;ret_12m;amihud;ret_1w;ret_3m;ret_1m;log_mktcap,0.5,407
2025-10-01,xgboost,2025-10-01,0,0,0.0,,1.0,407
2025-10-01,xgboost,2025-10-01,1,1,0.1,vol_1m,0.988789,407
2025-10-01,xgboost,2025-10-01,2,2,0.2,vol_1m;ret_6m,0.967146,407
2025-10-01,xgboost,2025-10-01,3,3,0.3,vol_1m;ret_6m;vol_ratio,0.936904,407
2025-10-01,xgboost,2025-10-01,4,4,0.4,vol_1m;ret_6m;vol_ratio;vol_3m,0.910909,407
2025-10-01,xgboost,2025-10-01,5,5,0.5,vol_1m;ret_6m;vol_ratio;vol_3m;amihud,0.888164,407
2025-10-01,xgboost,2025-10-01,6,6,0.6,vol_1m;ret_6m;vol_ratio;vol_3m;amihud;ret_3m,0.859902,407
2025-10-01,xgboost,2025-10-01,7,7,0.7,vol_1m;ret_6m;vol_ratio;vol_3m;amihud;ret_3m;ret_12m,0.839281,407
2025-10-01,xgboost,2025-10-01,8,8,0.8,vol_1m;ret_6m;vol_ratio;vol_3m;amihud;ret_3m;ret_12m;ret_1w,0.854228,407
2025-10-01,xgboost,2025-10-01,9,9,0.9,vol_1m;ret_6m;vol_ratio;vol_3m;amihud;ret_3m;ret_12m;ret_1w;ret_1m,0.784709,407
2025-10-01,xgboost,2025-10-01,10,10,1.0,vol_1m;ret_6m;vol_ratio;vol_3m;amihud;ret_3m;ret_12m;ret_1w;ret_1m;log_mktcap,0.5,407
2025-11-03,xgboost,2025-11-03,0,0,0.0,,1.0,407
2025-11-03,xgboost,2025-11-03,1,1,0.1,vol_1m,0.980104,407
2025-11-03,xgboost,2025-11-03,2,2,0.2,vol_1m;vol_ratio,0.959037,407
2025-11-03,xgboost,2025-11-03,3,3,0.3,vol_1m;vol_ratio;ret_1w,0.900998,407
2025-11-03,xgboost,2025-11-03,4,4,0.4,vol_1m;vol_ratio;ret_1w;ret_12m,0.884179,407
2025-11-03,xgboost,2025-11-03,5,5,0.5,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m,0.828918,407
2025-11-03,xgboost,2025-11-03,6,6,0.6,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m;vol_3m,0.814987,407
2025-11-03,xgboost,2025-11-03,7,7,0.7,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m;vol_3m;ret_3m,0.790788,407
2025-11-03,xgboost,2025-11-03,8,8,0.8,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m;vol_3m;ret_3m;amihud,0.793541,407
2025-11-03,xgboost,2025-11-03,9,9,0.9,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m;vol_3m;ret_3m;amihud;ret_1m,0.76934,407
2025-11-03,xgboost,2025-11-03,10,10,1.0,vol_1m;vol_ratio;ret_1w;ret_12m;ret_6m;vol_3m;ret_3m;amihud;ret_1m;log_mktcap,0.5,407
2025-12-01,xgboost,2025-12-01,0,0,0.0,,1.0,407
2025-12-01,xgboost,2025-12-01,1,1,0.1,vol_1m,0.981239,407
2025-12-01,xgboost,2025-12-01,2,2,0.2,vol_1m;ret_6m,0.941603,407
2025-12-01,xgboost,2025-12-01,3,3,0.3,vol_1m;ret_6m;vol_ratio,0.913129,407
2025-12-01,xgboost,2025-12-01,4,4,0.4,vol_1m;ret_6m;vol_ratio;ret_12m,0.881358,407
2025-12-01,xgboost,2025-12-01,5,5,0.5,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m,0.852009,407
2025-12-01,xgboost,2025-12-01,6,6,0.6,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m;ret_1w,0.844448,407
2025-12-01,xgboost,2025-12-01,7,7,0.7,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m;ret_1w;amihud,0.829958,407
2025-12-01,xgboost,2025-12-01,8,8,0.8,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m;ret_1w;amihud;ret_3m,0.814264,407
2025-12-01,xgboost,2025-12-01,9,9,0.9,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m;ret_1w;amihud;ret_3m;ret_1m,0.776417,407
2025-12-01,xgboost,2025-12-01,10,10,1.0,vol_1m;ret_6m;vol_ratio;ret_12m;vol_3m;ret_1w;amihud;ret_3m;ret_1m;log_mktcap,0.5,407
2023-01-02,mlp,2023-01-02,0,0,0.0,,1.0,407
2023-01-02,mlp,2023-01-02,1,1,0.1,ret_3m,0.895403,407
2023-01-02,mlp,2023-01-02,2,2,0.2,ret_3m;ret_1w,0.819647,407
2023-01-02,mlp,2023-01-02,3,3,0.3,ret_3m;ret_1w;ret_6m,0.771766,407
2023-01-02,mlp,2023-01-02,4,4,0.4,ret_3m;ret_1w;ret_6m;vol_ratio,0.702599,407
2023-01-02,mlp,2023-01-02,5,5,0.5,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m,0.616743,407
2023-01-02,mlp,2023-01-02,6,6,0.6,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m;amihud,0.627838,407
2023-01-02,mlp,2023-01-02,7,7,0.7,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m;amihud;ret_12m,0.600369,407
2023-01-02,mlp,2023-01-02,8,8,0.8,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m;amihud;ret_12m;vol_3m,0.60373,407
2023-01-02,mlp,2023-01-02,9,9,0.9,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m;amihud;ret_12m;vol_3m;log_mktcap,0.528142,407
2023-01-02,mlp,2023-01-02,10,10,1.0,ret_3m;ret_1w;ret_6m;vol_ratio;ret_1m;amihud;ret_12m;vol_3m;log_mktcap;vol_1m,0.499821,407
2023-02-01,mlp,2023-02-01,0,0,0.0,,1.0,407
2023-02-01,mlp,2023-02-01,1,1,0.1,ret_1m,0.898795,407
2023-02-01,mlp,2023-02-01,2,2,0.2,ret_1m;ret_3m,0.815057,407
2023-02-01,mlp,2023-02-01,3,3,0.3,ret_1m;ret_3m;vol_ratio,0.754812,407
2023-02-01,mlp,2023-02-01,4,4,0.4,ret_1m;ret_3m;vol_ratio;ret_12m,0.73571,407
2023-02-01,mlp,2023-02-01,5,5,0.5,ret_1m;ret_3m;vol_ratio;ret_12m;amihud,0.679789,407
2023-02-01,mlp,2023-02-01,6,6,0.6,ret_1m;ret_3m;vol_ratio;ret_12m;amihud;vol_3m,0.682361,407
2023-02-01,mlp,2023-02-01,7,7,0.7,ret_1m;ret_3m;vol_ratio;ret_12m;amihud;vol_3m;ret_6m,0.75088,407
2023-02-01,mlp,2023-02-01,8,8,0.8,ret_1m;ret_3m;vol_ratio;ret_12m;amihud;vol_3m;ret_6m;ret_1w,0.737096,407
2023-02-01,mlp,2023-02-01,9,9,0.9,ret_1m;ret_3m;vol_ratio;ret_12m;amihud;vol_3m;ret_6m;ret_1w;vol_1m,0.729248,407
2023-02-01,mlp,2023-02-01,10,10,1.0,ret_1m;ret_3m;vol_ratio;ret_12m;amihud;vol_3m;ret_6m;ret_1w;vol_1m;log_mktcap,0.500333,407
2023-03-01,mlp,2023-03-01,0,0,0.0,,1.0,407
2023-03-01,mlp,2023-03-01,1,1,0.1,vol_ratio,0.881353,407
2023-03-01,mlp,2023-03-01,2,2,0.2,vol_ratio;ret_3m,0.784632,407
2023-03-01,mlp,2023-03-01,3,3,0.3,vol_ratio;ret_3m;amihud,0.737782,407
2023-03-01,mlp,2023-03-01,4,4,0.4,vol_ratio;ret_3m;amihud;ret_1m,0.69644,407
2023-03-01,mlp,2023-03-01,5,5,0.5,vol_ratio;ret_3m;amihud;ret_1m;ret_1w,0.688623,407
2023-03-01,mlp,2023-03-01,6,6,0.6,vol_ratio;ret_3m;amihud;ret_1m;ret_1w;ret_12m,0.625297,407
2023-03-01,mlp,2023-03-01,7,7,0.7,vol_ratio;ret_3m;amihud;ret_1m;ret_1w;ret_12m;ret_6m,0.565525,407
2023-03-01,mlp,2023-03-01,8,8,0.8,vol_ratio;ret_3m;amihud;ret_1m;ret_1w;ret_12m;ret_6m;log_mktcap,0.380587,407
2023-03-01,mlp,2023-03-01,9,9,0.9,vol_ratio;ret_3m;amihud;ret_1m;ret_1w;ret_12m;ret_6m;log_mktcap;vol_3m,0.551509,407
2023-03-01,mlp,2023-03-01,10,10,1.0,vol_ratio;ret_3m;amihud;ret_1m;ret_1w;ret_12m;ret_6m;log_mktcap;vol_3m;vol_1m,0.5,407
2023-04-03,mlp,2023-04-03,0,0,0.0,,1.0,407
2023-04-03,mlp,2023-04-03,1,1,0.1,ret_6m,0.914064,407
2023-04-03,mlp,2023-04-03,2,2,0.2,ret_6m;ret_3m,0.849115,407
2023-04-03,mlp,2023-04-03,3,3,0.3,ret_6m;ret_3m;amihud,0.807522,407
2023-04-03,mlp,2023-04-03,4,4,0.4,ret_6m;ret_3m;amihud;ret_1w,0.784618,407
2023-04-03,mlp,2023-04-03,5,5,0.5,ret_6m;ret_3m;amihud;ret_1w;vol_ratio,0.787591,407
2023-04-03,mlp,2023-04-03,6,6,0.6,ret_6m;ret_3m;amihud;ret_1w;vol_ratio;ret_1m,0.767575,407
2023-04-03,mlp,2023-04-03,7,7,0.7,ret_6m;ret_3m;amihud;ret_1w;vol_ratio;ret_1m;vol_3m,0.746825,407
2023-04-03,mlp,2023-04-03,8,8,0.8,ret_6m;ret_3m;amihud;ret_1w;vol_ratio;ret_1m;vol_3m;ret_12m,0.764362,407
2023-04-03,mlp,2023-04-03,9,9,0.9,ret_6m;ret_3m;amihud;ret_1w;vol_ratio;ret_1m;vol_3m;ret_12m;vol_1m,0.776872,407
2023-04-03,mlp,2023-04-03,10,10,1.0,ret_6m;ret_3m;amihud;ret_1w;vol_ratio;ret_1m;vol_3m;ret_12m;vol_1m;log_mktcap,0.500276,407
2023-05-01,mlp,2023-05-01,0,0,0.0,,1.0,407
2023-05-01,mlp,2023-05-01,1,1,0.1,ret_1m,0.907455,407
2023-05-01,mlp,2023-05-01,2,2,0.2,ret_1m;ret_3m,0.820265,407
2023-05-01,mlp,2023-05-01,3,3,0.3,ret_1m;ret_3m;ret_1w,0.768417,407
2023-05-01,mlp,2023-05-01,4,4,0.4,ret_1m;ret_3m;ret_1w;ret_6m,0.703014,407
2023-05-01,mlp,2023-05-01,5,5,0.5,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m,0.659282,407
2023-05-01,mlp,2023-05-01,6,6,0.6,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m;vol_ratio,0.612266,407
2023-05-01,mlp,2023-05-01,7,7,0.7,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m;vol_ratio;amihud,0.616784,407
2023-05-01,mlp,2023-05-01,8,8,0.8,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m;vol_ratio;amihud;vol_3m,0.732785,407
2023-05-01,mlp,2023-05-01,9,9,0.9,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m;vol_ratio;amihud;vol_3m;log_mktcap,0.510682,407
2023-05-01,mlp,2023-05-01,10,10,1.0,ret_1m;ret_3m;ret_1w;ret_6m;ret_12m;vol_ratio;amihud;vol_3m;log_mktcap;vol_1m,0.497637,407
2023-06-01,mlp,2023-06-01,0,0,0.0,,1.0,407
2023-06-01,mlp,2023-06-01,1,1,0.1,ret_1m,0.910444,407
2023-06-01,mlp,2023-06-01,2,2,0.2,ret_1m;ret_12m,0.842594,407
2023-06-01,mlp,2023-06-01,3,3,0.3,ret_1m;ret_12m;ret_3m,0.800519,407
2023-06-01,mlp,2023-06-01,4,4,0.4,ret_1m;ret_12m;ret_3m;amihud,0.683411,407
2023-06-01,mlp,2023-06-01,5,5,0.5,ret_1m;ret_12m;ret_3m;amihud;ret_1w,0.683658,407
2023-06-01,mlp,2023-06-01,6,6,0.6,ret_1m;ret_12m;ret_3m;amihud;ret_1w;ret_6m,0.593,407
2023-06-01,mlp,2023-06-01,7,7,0.7,ret_1m;ret_12m;ret_3m;amihud;ret_1w;ret_6m;vol_1m,0.60473,407
2023-06-01,mlp,2023-06-01,8,8,0.8,ret_1m;ret_12m;ret_3m;amihud;ret_1w;ret_6m;vol_1m;vol_3m,0.638405,407
2023-06-01,mlp,2023-06-01,9,9,0.9,ret_1m;ret_12m;ret_3m;amihud;ret_1w;ret_6m;vol_1m;vol_3m;log_mktcap,0.550131,407
2023-06-01,mlp,2023-06-01,10,10,1.0,ret_1m;ret_12m;ret_3m;amihud;ret_1w;ret_6m;vol_1m;vol_3m;log_mktcap;vol_ratio,0.5,407
2023-07-03,mlp,2023-07-03,0,0,0.0,,1.0,407
2023-07-03,mlp,2023-07-03,1,1,0.1,vol_ratio,0.884889,407
2023-07-03,mlp,2023-07-03,2,2,0.2,vol_ratio;amihud,0.818449,407
2023-07-03,mlp,2023-07-03,3,3,0.3,vol_ratio;amihud;ret_1m,0.749958,407
2023-07-03,mlp,2023-07-03,4,4,0.4,vol_ratio;amihud;ret_1m;ret_3m,0.687905,407
2023-07-03,mlp,2023-07-03,5,5,0.5,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap,0.630806,407
2023-07-03,mlp,2023-07-03,6,6,0.6,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap;ret_1w,0.608877,407
2023-07-03,mlp,2023-07-03,7,7,0.7,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap;ret_1w;ret_12m,0.580985,407
2023-07-03,mlp,2023-07-03,8,8,0.8,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap;ret_1w;ret_12m;ret_6m,0.439432,407
2023-07-03,mlp,2023-07-03,9,9,0.9,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap;ret_1w;ret_12m;ret_6m;vol_3m,0.503952,407
2023-07-03,mlp,2023-07-03,10,10,1.0,vol_ratio;amihud;ret_1m;ret_3m;log_mktcap;ret_1w;ret_12m;ret_6m;vol_3m;vol_1m,0.49597,407
2023-08-01,mlp,2023-08-01,0,0,0.0,,1.0,407
2023-08-01,mlp,2023-08-01,1,1,0.1,ret_12m,0.907455,407
2023-08-01,mlp,2023-08-01,2,2,0.2,ret_12m;ret_1w,0.82416,407
2023-08-01,mlp,2023-08-01,3,3,0.3,ret_12m;ret_1w;ret_3m,0.778132,407
2023-08-01,mlp,2023-08-01,4,4,0.4,ret_12m;ret_1w;ret_3m;vol_1m,0.756375,407
2023-08-01,mlp,2023-08-01,5,5,0.5,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap,0.672218,407
2023-08-01,mlp,2023-08-01,6,6,0.6,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap;vol_3m,0.636624,407
2023-08-01,mlp,2023-08-01,7,7,0.7,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap;vol_3m;ret_1m,0.557444,407
2023-08-01,mlp,2023-08-01,8,8,0.8,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap;vol_3m;ret_1m;vol_ratio,0.375878,407
